timestamp,Basel Temperature [2 m elevation corrected],Basel Temperature [1000 mb],Basel Temperature [850 mb],Basel Relative Humidity [2 m],Basel Wind Speed [10 m],Basel Wind Direction [10 m]
20191023T0500,11.880529,13.98,15.19,94.0,4.6800003,112.61986
20191023T0600,12.140529,13.89,15.54,94.0,9.565437,109.798874
20191023T0700,12.440529,13.58,15.82,90.0,14.512064,113.385216
20191023T0800,11.530529,12.72,15.25,92.0,16.58346,117.12131
20191023T0900,12.240529,13.0,15.29,88.0,17.87718,115.016884
20191023T1000,13.610529,13.72,15.6,84.0,19.66536,113.7495
20191023T1100,15.440529,15.35,15.51,78.0,19.255793,110.806786
20191023T1200,17.260529,17.11,15.77,73.0,18.0,106.2602
20191023T1300,18.990528,18.89,15.93,65.0,16.808569,99.86581
20191023T1400,20.110529,20.13,17.35,59.0,16.09969,100.30484
20191023T1500,21.20053,21.36,17.63,57.0,15.158522,94.08562
20191023T1600,21.830528,22.28,18.12,55.0,14.404499,91.4321
20191023T1700,21.64053,22.5,18.16,56.0,11.542478,93.576324
20191023T1800,20.740528,22.51,18.14,60.0,8.28,89.99999
20191023T1900,19.63053,22.3,18.22,65.0,4.3349743,85.23635
20191023T2000,17.07053,20.6,18.43,79.0,3.2399998,89.99999
20191023T2100,15.020529,19.2,18.35,89.0,6.12,89.99999
20191023T2200,13.980529,17.49,18.3,90.0,7.2805495,98.53076
20191023T2300,13.810529,17.84,17.53,85.0,9.83268,113.7495
20191024T0000,13.000529,18.81,17.08,82.0,12.661564,104.82648
20191024T0100,12.150529,18.91,17.99,76.0,13.207634,107.44718
20191024T0200,13.100529,18.96,17.03,70.0,18.057508,113.498566
20191024T0300,14.110529,17.3,17.93,63.0,16.645864,111.571304
20191024T0400,14.350529,16.83,17.13,63.0,6.8777895,137.1211
20191024T0500,13.790529,16.37,15.75,67.0,4.829907,296.56506
20191024T0600,13.690529,16.67,12.06,66.0,5.0911684,261.8699
20191024T0700,14.690529,16.11,10.72,77.0,4.452954,284.03625
20191024T0800,13.940529,15.62,11.46,79.0,5.7599998,89.99999
20191024T0900,12.880529,15.22,9.8,77.0,8.714677,128.29016
20191024T1000,14.820529,15.75,9.57,76.0,7.4128532,119.054596
20191024T1100,16.62053,16.92,8.48,71.0,5.00128,120.25643
20191024T1200,17.72053,17.78,8.65,69.0,6.6087217,330.64227
20191024T1300,18.690529,18.65,8.55,64.0,10.195057,312.1376
20191024T1400,19.020529,18.87,9.23,64.0,25.671307,284.62088
20191024T1500,18.940529,19.01,9.4,64.0,23.795427,287.61258
20191024T1600,18.54053,18.97,8.5,66.0,19.930477,290.07153
20191024T1700,18.180529,18.83,8.53,68.0,10.137692,286.50436
20191024T1800,17.760529,18.74,8.68,72.0,3.396233,302.00537
20191024T1900,17.65053,18.67,8.74,71.0,3.8773184,111.80141
20191024T2000,16.990528,18.61,8.2,76.0,7.9932966,125.83765
20191024T2100,16.360529,18.5,7.51,80.0,6.989936,145.49147
20191024T2200,16.05053,17.4,7.1,78.0,8.350138,187.43141
20191024T2300,15.320529,17.58,7.04,76.0,8.714677,218.29016
20191025T0000,15.520529,17.34,6.63,71.0,8.39657,239.03624
20191025T0100,15.140529,16.02,6.0,62.0,13.397612,263.82983
20191025T0200,13.400529,14.69,5.76,71.0,10.587917,252.18112
20191025T0300,13.030529,14.09,5.93,74.0,7.491114,234.78241
20191025T0400,12.950529,13.87,5.99,75.0,7.145796,229.08562
20191025T0500,12.810529,13.64,6.01,76.0,6.618519,225.0
20191025T0600,12.840529,13.45,5.52,77.0,7.127636,225.0
20191025T0700,12.810529,13.38,4.75,79.0,7.2,233.1301
20191025T0800,12.520529,13.17,4.51,81.0,6.4096174,231.84277
20191025T0900,12.810529,13.1,4.14,81.0,4.39436,214.99202
20191025T1000,13.810529,13.51,4.02,75.0,6.725354,254.47589
20191025T1100,14.600529,14.03,4.4,71.0,4.6938252,274.3987
20191025T1200,15.280529,14.54,4.59,68.0,3.0547013,315.0
20191025T1300,15.940529,15.1,4.9,66.0,4.6800003,337.38013
20191025T1400,17.440529,16.63,7.28,62.0,5.495161,301.6075
20191025T1500,18.020529,17.22,6.94,58.0,8.404285,313.26428
20191025T1600,18.020529,17.32,6.99,58.0,9.449572,319.63547
20191025T1700,17.54053,17.23,7.95,60.0,7.2,323.13013
20191025T1800,16.840528,17.04,8.75,62.0,3.5455887,336.0375
20191025T1900,16.31053,16.79,9.16,64.0,1.2979984,33.690063
20191025T2000,15.940529,16.57,9.25,65.0,2.968636,104.03624
20191025T2100,15.380529,16.36,9.69,67.0,4.510787,118.61046
20191025T2200,14.420529,16.02,10.02,71.0,5.6002855,135.0
20191025T2300,13.230529,15.39,10.08,76.0,5.315336,151.69923
20191026T0000,12.520529,14.91,10.71,78.0,5.00128,149.74356
20191026T0100,11.960529,14.5,11.48,77.0,3.8773184,158.1986
20191026T0200,11.580529,13.91,12.05,75.0,3.8773184,158.1986
20191026T0300,11.080529,13.45,12.34,76.0,5.3999996,143.1301
20191026T0400,10.420529,13.06,12.27,78.0,6.638072,139.3987
20191026T0500,9.940529,12.92,12.19,82.0,5.8603754,132.51044
20191026T0600,9.140529,12.56,12.46,84.0,3.8939953,123.69006
20191026T0700,8.710529,11.81,12.97,85.0,4.6938257,122.47119
20191026T0800,8.770529,12.26,12.58,86.0,6.763786,115.20112
20191026T0900,8.920529,12.8,12.5,86.0,9.793058,107.10272
20191026T1000,11.150529,13.41,12.49,83.0,10.483357,105.9454
20191026T1100,14.080529,14.51,12.5,76.0,11.440978,102.72436
20191026T1200,16.590528,16.24,12.89,68.0,9.9571085,102.52881
20191026T1300,18.56053,18.18,13.19,64.0,8.311245,94.96974
20191026T1400,19.90053,19.52,13.61,59.0,8.557102,75.37913
20191026T1500,20.920528,20.67,13.13,55.0,5.904439,52.431404
20191026T1600,21.280529,21.24,13.15,53.0,2.0364676,44.999985
20191026T1700,21.05053,21.34,12.93,55.0,0.35999998,270.0
20191026T1800,20.47053,21.28,13.04,58.0,1.2979984,146.30994
20191026T1900,19.98053,21.3,12.67,59.0,4.3349743,138.36646
20191026T2000,19.530529,21.0,12.87,61.0,7.386582,133.02505
20191026T2100,18.330528,20.49,12.66,69.0,8.161764,131.42366
20191026T2200,17.780529,20.4,12.65,69.0,8.4963045,126.38435
20191026T2300,17.340528,19.93,12.68,59.0,8.4963045,126.38435
20191027T0000,16.56053,19.34,12.51,55.0,8.4963045,126.38435
20191027T0100,15.890529,18.23,12.91,59.0,9.693296,121.32869
20191027T0200,15.400529,18.64,12.26,60.0,8.714677,128.29016
20191027T0300,14.680529,17.47,11.64,64.0,8.78872,124.99202
20191027T0400,14.350529,16.81,11.27,64.0,8.854829,116.56505
20191027T0500,13.890529,16.82,11.36,64.0,9.693296,111.80141
20191027T0600,13.470529,17.11,11.4,67.0,11.113451,114.90476
20191027T0700,13.560529,17.33,11.42,67.0,9.021574,118.61046
20191027T0800,13.370529,17.18,10.8,68.0,9.021574,118.61046
20191027T0900,12.530529,16.3,10.23,73.0,9.227524,110.556046
20191027T1000,13.0505295,15.81,9.99,79.0,7.2,89.99999
20191027T1100,15.410529,15.55,9.92,70.0,4.379589,80.537674
20191027T1200,17.250528,16.99,9.36,65.0,2.9024127,299.74487
20191027T1300,19.82053,19.56,8.91,57.0,13.207634,287.4472
20191027T1400,20.12053,19.72,9.53,58.0,14.587776,285.7512
20191027T1500,20.330528,19.94,9.63,57.0,16.981165,291.12473
20191027T1600,20.31053,20.09,9.76,57.0,15.7908325,294.22775
20191027T1700,19.64053,19.79,9.75,58.0,13.397612,300.6997
20191027T1800,18.57053,19.15,9.42,64.0,8.0899935,302.27563
20191027T1900,17.63053,18.54,9.04,69.0,6.924738,278.97263
20191027T2000,16.910528,17.94,7.93,72.0,10.739832,320.44034
20191027T2100,14.820529,15.09,8.14,79.0,16.56,360.0
20191027T2200,14.240529,14.4,7.73,87.0,4.3498964,335.55603
20191027T2300,13.850529,13.99,8.08,90.0,5.506941,281.30994
20191028T0000,13.350529,13.51,7.16,93.0,10.00256,300.25644
20191028T0100,12.670529,12.82,6.51,93.0,10.495713,337.83365
20191028T0200,12.3005295,12.48,7.04,94.0,10.661107,348.31064
20191028T0300,10.790529,10.66,6.95,93.0,12.10157,337.24902
20191028T0400,8.390529,8.13,6.42,91.0,15.03835,317.91083
20191028T0500,7.7705283,7.6,6.69,92.0,12.984975,313.8767
20191028T0600,7.2805285,7.11,6.94,92.0,11.983188,302.73523
20191028T0700,6.9505286,6.85,7.0,92.0,11.966954,313.78113
20191028T0800,6.6905284,6.62,7.09,92.0,11.988594,311.34778
20191028T0900,6.6505284,6.63,6.69,92.0,10.233123,309.2894
20191028T1000,7.0105286,6.91,6.47,92.0,7.9932966,305.83765
20191028T1100,7.4705286,7.27,6.55,92.0,5.8603754,317.48956
20191028T1200,7.8805285,7.75,6.33,91.0,6.1305785,319.76367
20191028T1300,8.560529,8.36,6.49,91.0,8.854829,333.43497
20191028T1400,10.220529,9.84,6.97,87.0,2.9024127,352.875
20191028T1500,10.760529,10.43,7.01,87.0,5.04,360.0
20191028T1600,11.140529,10.9,6.97,87.0,8.669949,355.23636
20191028T1700,11.150529,11.04,6.94,87.0,12.371645,351.63412
20191028T1800,10.510529,10.5,6.76,88.0,12.849528,348.69006
20191028T1900,9.760529,9.85,6.58,91.0,10.829958,338.55228
20191028T2000,9.5505295,9.69,6.5,93.0,6.489992,326.30994
20191028T2100,9.370529,9.57,6.4,93.0,4.8965297,323.97263
20191028T2200,9.370529,9.59,6.3,93.0,3.319036,319.3987
20191028T2300,9.570529,9.86,6.32,92.0,0.71999997,270.0
20191029T0000,9.910529,10.41,6.53,89.0,1.5273507,135.0
20191029T0100,9.790529,10.23,6.72,86.0,1.484318,104.03624
20191029T0200,9.570529,9.89,6.53,86.0,0.0,180.0
20191029T0300,9.370529,9.65,6.14,86.0,1.2979984,236.30994
20191029T0400,9.100529,9.38,5.65,87.0,1.0182338,225.0
20191029T0500,8.850529,9.13,5.05,89.0,1.8,216.8699
20191029T0600,8.8005295,9.09,5.02,90.0,1.835647,191.30994
20191029T0700,8.840529,9.13,5.04,90.0,1.609969,153.43495
20191029T0800,8.830529,9.13,4.82,91.0,1.4399999,89.99999
20191029T0900,8.810529,9.01,4.4,91.0,2.8799999,360.0
20191029T1000,8.420529,8.54,4.08,93.0,7.0911775,336.0375
20191029T1100,8.3005295,8.12,3.97,92.0,7.289444,339.77515
20191029T1200,9.010529,8.7,3.92,88.0,6.830519,341.56506
20191029T1300,9.260529,8.94,3.73,88.0,9.793058,342.89728
20191029T1400,10.420529,10.07,4.18,82.0,3.096837,54.46232
20191029T1500,10.830529,10.6,4.12,82.0,5.5887027,14.931412
20191029T1600,10.630529,10.41,4.24,85.0,7.2359104,5.7105865
20191029T1700,10.400529,10.23,4.12,87.0,6.8399997,360.0
20191029T1800,10.310529,10.31,3.99,87.0,5.7599998,360.0
20191029T1900,10.210529,10.33,3.8,86.0,4.3349743,355.23636
20191029T2000,10.090529,10.29,3.83,86.0,3.319036,347.4712
20191029T2100,9.950529,10.17,3.82,87.0,2.8799999,360.0
20191029T2200,9.780529,10.11,3.98,89.0,3.5455887,23.962494
20191029T2300,9.810529,10.41,4.1,91.0,4.0249224,63.43495
20191030T0000,10.270529,10.79,4.36,87.0,9.3669195,92.2026
20191030T0100,10.010529,10.37,4.54,85.0,11.966953,96.911224
20191030T0200,9.830529,10.22,4.27,84.0,10.823973,93.81408
20191030T0300,9.5505295,9.93,4.46,85.0,9.3669195,92.2026
20191030T0400,9.360529,9.73,4.29,86.0,7.2,89.99999
20191030T0500,9.350529,9.74,4.2,85.0,5.04,89.99999
20191030T0600,9.030529,9.34,3.59,89.0,3.0547013,44.999985
20191030T0700,8.870529,9.15,3.45,92.0,3.219938,63.43495
20191030T0800,8.820529,9.04,2.89,92.0,1.484318,14.03624
20191030T0900,8.820529,8.99,3.05,91.0,1.609969,116.56505
20191030T1000,9.340529,9.17,2.79,86.0,3.6179552,95.71059
20191030T1100,9.970529,9.8,2.65,80.0,7.342588,101.30993
20191030T1200,10.460529,10.21,2.86,78.0,8.647496,92.38594
20191030T1300,10.570529,10.38,2.89,79.0,7.342588,78.69006
20191030T1400,10.180529,9.78,4.17,75.0,14.973577,117.18111
20191030T1500,10.090529,9.91,4.24,77.0,12.313894,127.874985
20191030T1600,10.190529,10.17,4.54,80.0,11.212135,132.39743
20191030T1700,10.590529,10.56,5.63,79.0,10.086427,124.82449
20191030T1800,10.510529,10.74,6.01,80.0,9.793059,126.027374
20191030T1900,10.370529,10.81,5.77,82.0,9.826088,118.442924
20191030T2000,10.250529,10.76,5.58,82.0,11.298495,112.47943
20191030T2100,10.030529,10.62,5.73,83.0,10.703569,109.653824
20191030T2200,9.980529,10.68,5.63,85.0,10.829959,105.42216
20191030T2300,10.150529,10.65,5.61,85.0,13.708391,103.6713
20191031T0000,9.400529,9.67,5.41,78.0,16.676977,103.73626
20191031T0100,9.060529,9.35,4.97,79.0,13.276144,102.52881
20191031T0200,8.990529,9.3,5.05,81.0,11.384199,108.434944
20191031T0300,8.890529,9.17,5.28,81.0,11.592895,115.76932
20191031T0400,8.730529,9.08,5.64,81.0,12.72283,115.11483
20191031T0500,8.490529,8.81,5.54,82.0,13.237039,112.380135
20191031T0600,8.400529,8.73,5.47,82.0,13.854155,114.56717
20191031T0700,8.370529,8.74,6.04,82.0,14.182355,113.96249
20191031T0800,8.260529,8.65,6.25,82.0,15.137133,115.34617
20191031T0900,8.520529,8.59,5.96,81.0,15.941944,115.407715
20191031T1000,9.250529,9.1,5.64,79.0,17.58481,112.89055
20191031T1100,10.440529,10.05,5.55,77.0,17.873554,108.79989
20191031T1200,11.690529,11.17,5.39,74.0,18.692286,105.64224
20191031T1300,12.310529,12.22,5.31,74.0,16.071491,105.59281
20191031T1400,13.500529,12.94,6.14,68.0,14.205182,98.74616
20191031T1500,14.430529,13.97,6.12,67.0,12.605142,91.63657
20191031T1600,14.900529,14.66,6.06,67.0,10.440001,89.99999
20191031T1700,14.860529,14.99,5.99,68.0,9.0,89.99999
20191031T1800,14.090529,14.82,5.91,72.0,7.072878,75.25644
20191031T1900,13.210529,14.43,5.79,75.0,5.315336,61.699234
20191031T2000,11.570529,13.87,5.82,83.0,3.6,53.130096
20191031T2100,10.070529,13.28,5.96,89.0,2.8799999,89.99999
20191031T2200,9.060529,12.52,6.01,91.0,1.1384199,161.56505
20191031T2300,8.470529,11.64,5.95,89.0,1.835647,191.30994
20191101T0000,8.280529,11.69,6.13,89.0,5.3517847,137.72632
20191101T0100,8.540529,11.85,6.2,89.0,8.217153,118.81079
20191101T0200,9.270529,12.05,6.23,81.0,10.948973,117.40757
20191101T0300,8.380529,12.01,6.12,84.0,10.30883,114.77514
20191101T0400,7.6705284,11.82,5.78,87.0,9.178235,115.55997
20191101T0500,7.8405285,11.39,5.6,88.0,6.28713,113.62937
20191101T0600,8.180529,11.49,5.44,88.0,6.9899354,101.88866
20191101T0700,8.820529,11.24,5.69,89.0,8.4042845,99.86581
20191101T0800,9.110529,11.01,5.45,90.0,6.489992,109.44003
20191101T0900,9.810529,11.56,5.01,89.0,7.42159,104.03624
20191101T1000,11.210529,12.26,5.3,84.0,5.771239,93.576324
20191101T1100,12.450529,12.8,5.7,80.0,5.506941,101.30993
20191101T1200,13.670529,13.89,6.06,77.0,5.6920996,108.434944
20191101T1300,15.110529,15.22,6.67,73.0,6.162207,96.70984
20191101T1400,15.610529,16.08,5.56,67.0,7.386582,316.97495
20191101T1500,16.37053,16.53,6.14,65.0,3.96,270.0
20191101T1600,17.32053,17.9,6.0,60.0,9.0,270.0
20191101T1700,16.20053,17.05,6.17,61.0,15.84409,268.69806
20191101T1800,14.360529,15.15,6.45,73.0,15.629972,187.94347
20191101T1900,12.940529,14.11,7.54,72.0,16.179987,212.27565
20191101T2000,13.180529,14.65,8.59,76.0,10.1376915,173.88449
20191101T2100,13.660529,15.41,9.1,72.0,12.245294,181.68468
20191101T2200,14.070529,16.01,9.43,72.0,11.91812,205.01689
20191101T2300,14.160529,16.43,9.7,74.0,11.090103,215.75389
20191102T0000,14.350529,16.34,9.39,72.0,16.831684,228.46823
20191102T0100,14.080529,16.02,9.17,70.0,24.703974,226.77147
20191102T0200,13.8005295,15.92,9.09,74.0,20.620804,225.70732
20191102T0300,13.790529,15.78,9.05,74.0,18.391737,220.23636
20191102T0400,13.600529,15.74,8.7,75.0,15.30741,221.18593
20191102T0500,13.190529,15.41,8.49,77.0,13.584932,212.00539
20191102T0600,12.730529,15.57,8.28,79.0,11.298495,202.47943
20191102T0700,12.140529,15.68,8.53,81.0,12.429127,190.00798
20191102T0800,12.810529,15.66,9.04,77.0,16.071491,195.5928
20191102T0900,13.790529,16.01,8.53,75.0,15.192682,216.32683
20191102T1000,14.310529,16.55,8.11,76.0,10.009036,217.69424
20191102T1100,14.420529,16.73,7.52,80.0,7.145796,229.08562
20191102T1200,16.190529,17.7,7.18,74.0,17.414476,262.875
20191102T1300,16.600529,17.47,7.28,73.0,20.275383,263.8845
20191102T1400,17.40053,18.33,7.05,65.0,24.014996,257.00537
20191102T1500,17.780529,18.86,6.98,60.0,22.930048,247.8645
20191102T1600,18.020529,19.36,7.57,58.0,20.00512,239.74356
20191102T1700,17.30053,18.85,8.3,65.0,17.782688,201.37062
20191102T1800,16.04053,18.03,9.68,67.0,21.566973,213.4248
20191102T1900,15.680529,18.12,9.65,68.0,22.366402,213.17851
20191102T2000,15.820529,18.22,9.48,69.0,22.782625,211.42957
20191102T2100,15.470529,17.68,8.83,71.0,26.486313,211.09732
20191102T2200,15.520529,17.94,8.43,68.0,20.87379,225.0
20191102T2300,15.070529,17.4,8.7,70.0,21.028437,218.04704
20191103T0000,14.720529,17.01,7.99,71.0,25.02971,220.33315
20191103T0100,13.740529,15.92,7.13,70.0,20.87379,212.31961
20191103T0200,12.5505295,14.85,7.23,79.0,13.779114,199.85521
20191103T0300,12.580529,14.75,6.4,83.0,10.233123,230.7106
20191103T0400,11.700529,13.55,5.27,93.0,6.792466,327.99463
20191103T0500,11.380529,13.32,4.81,91.0,3.96,360.0
20191103T0600,11.320529,13.39,2.89,90.0,11.885453,234.86581
20191103T0700,9.830529,11.75,3.16,87.0,7.42159,230.90614
20191103T0800,9.8005295,11.75,2.97,88.0,7.9932966,125.83765
20191103T0900,9.880529,12.13,3.9,87.0,12.287555,121.82744
20191103T1000,10.490529,12.78,4.97,82.0,12.031756,128.92754
20191103T1100,10.890529,13.05,4.51,78.0,9.931042,133.53119
20191103T1200,11.650529,13.25,4.79,77.0,13.363711,117.255325
20191103T1300,13.420529,14.86,5.17,72.0,10.00256,120.25643
20191103T1400,14.410529,16.5,6.83,66.0,5.6920996,161.56505
20191103T1500,13.830529,15.94,6.29,74.0,8.707237,119.74488
20191103T1600,15.080529,17.16,5.84,68.0,17.555307,151.8584
20191103T1700,13.780529,16.03,5.98,63.0,25.772078,208.35497
20191103T1800,12.850529,15.59,5.61,65.0,22.065973,213.69006
20191103T1900,12.280529,14.82,6.16,67.0,28.503725,207.85965
20191103T2000,11.790529,14.24,5.28,70.0,33.672993,208.75713
20191103T2100,11.820529,14.39,4.22,73.0,27.267473,227.67543
20191103T2200,11.840529,14.36,4.16,73.0,27.169865,237.99463
20191103T2300,11.010529,13.29,4.26,78.0,29.644857,245.61363
20191104T0000,10.200529,12.32,3.89,85.0,34.875435,262.28812
20191104T0100,10.510529,12.7,3.36,81.0,34.22841,255.37914
20191104T0200,10.630529,12.88,3.62,79.0,29.620802,249.36246
20191104T0300,10.190529,12.55,3.65,80.0,28.348713,252.25534
20191104T0400,10.020529,12.37,3.19,80.0,26.867676,252.0506
20191104T0500,9.670529,12.07,2.59,79.0,25.277023,252.59729
20191104T0600,9.110529,11.57,1.89,78.0,18.947083,255.69974
20191104T0700,8.420529,10.88,1.38,70.0,18.514643,243.43495
20191104T0800,7.7205286,10.6,2.14,70.0,11.200571,225.0
20191104T0900,8.5505295,10.83,3.11,72.0,11.620809,196.18921
20191104T1000,10.310529,12.35,4.38,69.0,17.0763,214.69516
20191104T1100,11.820529,13.67,3.28,64.0,25.277023,234.27261
20191104T1200,13.110529,14.57,2.78,61.0,27.943512,248.06152
20191104T1300,13.090529,14.53,2.89,60.0,28.639803,255.43973
20191104T1400,14.870529,16.99,5.28,56.0,23.263912,248.1986
20191104T1500,14.500529,16.24,5.3,62.0,22.881958,245.85446
20191104T1600,14.090529,15.45,5.16,71.0,10.787993,244.29004
20191104T1700,14.5505295,16.73,4.97,62.0,22.226902,245.09525
20191104T1800,13.430529,15.67,4.96,63.0,27.438046,250.85187
20191104T1900,12.000529,14.48,4.79,68.0,19.523155,247.2176
20191104T2000,11.700529,14.05,4.79,69.0,17.22742,243.97041
20191104T2100,11.400529,14.01,3.94,69.0,19.486609,244.85522
20191104T2200,11.180529,13.36,2.92,71.0,26.867676,252.0506
20191104T2300,10.140529,12.36,3.01,72.0,26.111792,254.81418
20191105T0000,9.410529,11.56,2.65,71.0,24.627787,254.74487
20191105T0100,8.780529,11.0,2.28,71.0,19.211996,257.00537
20191105T0200,8.340529,10.63,1.51,73.0,12.879752,243.43495
20191105T0300,7.8705287,10.35,1.21,74.0,9.504272,217.30396
20191105T0400,7.2305284,10.1,1.53,76.0,7.771331,166.6075
20191105T0500,6.1605287,9.66,1.13,79.0,10.086427,145.1755
20191105T0600,6.2305284,9.76,1.08,76.0,9.449572,139.63547
20191105T0700,6.9005284,10.32,1.2,74.0,8.913181,136.63657
20191105T0800,7.3605285,10.57,1.47,76.0,7.9036193,120.06859
20191105T0900,7.2605286,10.64,0.69,81.0,6.28713,113.62937
20191105T1000,8.690529,10.73,0.95,80.0,2.9024127,172.87498
20191105T1100,10.460529,11.73,1.1,72.0,5.8048253,262.875
20191105T1200,11.280529,12.63,1.24,65.0,6.849467,266.9872
20191105T1300,11.580529,12.83,1.37,63.0,5.8048253,262.875
20191105T1400,13.110529,13.97,2.6,59.0,3.6,89.99999
20191105T1500,12.750529,14.05,2.53,59.0,5.04,89.99999
20191105T1600,12.850529,14.17,2.52,58.0,3.2399998,89.99999
20191105T1700,12.920529,14.23,2.65,57.0,3.9763298,84.805565
20191105T1800,12.490529,14.19,2.7,60.0,4.6800003,67.380135
20191105T1900,12.100529,13.9,2.42,65.0,2.0364676,315.0
20191105T2000,9.840529,11.08,2.08,88.0,13.708391,283.67133
20191105T2100,9.350529,10.68,0.79,85.0,11.525623,255.52971
20191105T2200,9.240529,10.96,2.06,85.0,10.594036,170.21759
20191105T2300,9.500529,11.33,2.54,86.0,8.654987,135.0
20191106T0000,9.190529,11.48,2.38,86.0,6.193674,125.537674
20191106T0100,9.210529,10.92,1.62,88.0,3.0547013,135.0
20191106T0200,8.500529,9.84,0.44,89.0,9.659814,243.43495
20191106T0300,7.7605286,9.43,0.76,84.0,6.9247384,207.89728
20191106T0400,7.7405286,9.47,1.49,86.0,5.04,180.0
20191106T0500,7.6905284,9.53,1.27,85.0,3.671294,168.69006
20191106T0600,7.4405284,9.62,0.72,84.0,2.52,180.0
20191106T0700,7.1405287,9.55,0.47,82.0,3.8773184,201.8014
20191106T0800,7.0505285,9.47,0.24,84.0,7.5170207,196.69925
20191106T0900,7.0805287,9.21,0.31,78.0,10.703569,222.27368
20191106T1000,8.160529,9.48,0.14,82.0,10.661107,258.31064
20191106T1100,9.180529,10.04,0.57,82.0,14.154915,262.69424
20191106T1200,9.620529,10.41,0.2,78.0,16.215992,267.4552
20191106T1300,10.0505295,10.73,0.68,76.0,17.654688,272.3373
20191106T1400,9.630529,10.01,0.61,77.0,19.083395,271.08093
20191106T1500,10.640529,10.82,0.66,71.0,17.771753,263.01895
20191106T1600,10.520529,11.23,0.7,68.0,16.595179,257.4712
20191106T1700,10.620529,11.54,0.86,67.0,15.281989,254.98164
20191106T1800,10.470529,11.65,1.12,67.0,12.303366,249.44395
20191106T1900,10.110529,11.51,1.24,68.0,10.495713,239.03624
20191106T2000,9.950529,11.39,1.1,68.0,9.339208,242.44719
20191106T2100,9.810529,11.28,1.13,67.0,8.707237,240.25513
20191106T2200,9.640529,11.14,1.1,68.0,8.161764,228.57634
20191106T2300,9.570529,11.11,1.1,68.0,8.4963045,233.61565
20191107T0000,9.250529,10.85,1.19,69.0,7.491114,234.78241
20191107T0100,8.770529,10.42,1.36,72.0,4.39436,214.99202
20191107T0200,8.540529,9.9,1.18,72.0,3.319036,167.47119
20191107T0300,8.040529,9.62,1.01,76.0,7.386582,133.02505
20191107T0400,6.2805285,9.27,1.08,82.0,10.97262,131.0091
20191107T0500,5.2405286,9.33,1.52,83.0,10.739832,129.55966
20191107T0600,4.7605286,8.87,1.89,84.0,11.681987,123.69006
20191107T0700,3.9905286,8.29,2.25,88.0,10.948973,117.40757
20191107T0800,3.5305285,7.85,2.39,89.0,10.495713,120.96376
20191107T0900,3.5605285,8.21,2.71,89.0,11.183201,123.17851
20191107T1000,6.4205284,9.49,3.02,81.0,11.808878,127.56859
20191107T1100,9.8005295,10.96,2.64,63.0,14.84318,129.09386
20191107T1200,10.060529,11.74,1.16,60.0,11.480557,131.18591
20191107T1300,8.790529,9.64,2.17,61.0,25.6233,204.04422
20191107T1400,9.440529,10.59,0.44,61.0,26.42753,232.19348
20191107T1500,10.190529,11.42,0.4,62.0,16.704155,232.88315
20191107T1600,10.270529,11.33,-0.09,60.0,24.387177,261.51105
20191107T1700,9.980529,11.16,-0.18,59.0,17.731598,264.17368
20191107T1800,9.170529,10.79,-0.16,61.0,11.5199995,270.0
20191107T1900,7.9205284,10.08,-0.05,65.0,7.208994,267.1376
20191107T2000,7.4105287,9.67,0.0,65.0,2.9024127,172.87498
20191107T2100,7.3005285,9.4,-0.03,67.0,7.7043357,127.40535
20191107T2200,5.7105284,9.1,0.09,81.0,10.805998,119.981636
20191107T2300,5.4605284,9.01,0.19,85.0,8.707237,119.74488
20191108T0000,5.1305285,8.74,0.33,89.0,9.693296,111.80141
20191108T0100,4.8305287,8.37,0.45,91.0,9.178235,115.55997
20191108T0200,5.0105286,8.08,0.47,90.0,10.144082,117.474434
20191108T0300,5.4605284,7.57,0.47,87.0,12.879752,116.56505
20191108T0400,5.5005283,7.25,0.35,82.0,13.53236,118.61046
20191108T0500,5.7105284,7.35,0.0,81.0,14.693999,120.963745
20191108T0600,5.5605288,7.14,-0.21,83.0,13.849477,117.89726
20191108T0700,4.9805284,6.75,-0.05,85.0,12.181624,124.1597
20191108T0800,5.6705284,7.13,0.05,81.0,13.044722,129.40067
20191108T0900,5.9305286,7.13,-0.05,79.0,15.778518,117.14967
20191108T1000,5.9205284,7.15,-0.93,79.0,12.496718,131.49648
20191108T1100,5.9005284,7.02,-1.49,83.0,6.8777895,137.1211
20191108T1200,6.2405286,7.13,-1.42,84.0,2.6208394,164.0546
20191108T1300,6.3305287,7.23,-1.43,84.0,4.2136917,289.98312
20191108T1400,6.3305287,7.23,-1.28,86.0,5.4477882,277.59464
20191108T1500,7.0205283,7.54,-1.49,82.0,5.0911684,315.0
20191108T1600,7.3205285,7.99,-1.88,80.0,1.1384199,341.56506
20191108T1700,7.5005283,8.22,-1.48,79.0,4.0249224,100.30484
20191108T1800,7.1505284,8.18,-1.42,80.0,7.8625183,105.9454
20191108T1900,6.6705284,7.81,-1.77,82.0,6.489992,109.44003
20191108T2000,6.4405284,7.5,-1.9,83.0,2.8799999,89.99999
20191108T2100,6.1505284,7.1,-2.01,83.0,3.671294,11.309921
20191108T2200,5.9605284,6.89,-2.12,80.0,3.8939953,326.30994
20191108T2300,5.6505284,6.6,-2.22,81.0,6.439876,296.56506
20191109T0000,5.2505283,6.31,-2.37,83.0,7.42159,292.83368
