timestamp,Basel Temperature [2 m elevation corrected],Basel Temperature [1000 mb],Basel Temperature [850 mb],Basel Relative Humidity [2 m],Basel Wind Speed [10 m],Basel Wind Direction [10 m]
20150216T0300,3.5705285,4.33,1.67,90.0,5.771239,266.42368
20150216T0400,3.5805285,4.14,1.94,89.0,4.32,270.0
20150216T0500,3.4505286,4.27,1.86,89.0,2.1897945,279.46234
20150216T0600,3.4605286,4.07,1.35,91.0,1.8,233.1301
20150216T0700,3.2705286,3.68,1.51,90.0,1.4399999,180.0
20150216T0800,2.8605285,3.19,1.56,90.0,3.319036,139.3987
20150216T0900,2.2205286,2.4,1.54,89.0,5.904439,142.4314
20150216T1000,2.0705285,1.85,1.77,90.0,6.8777895,137.1211
20150216T1100,2.4205287,2.04,2.13,91.0,5.4833565,113.19859
20150216T1200,3.1505284,2.6,2.53,90.0,4.0249224,79.695145
20150216T1300,4.290529,3.66,2.75,89.0,4.1046314,37.87497
20150216T1400,6.5005283,5.88,1.28,71.0,6.763786,64.79888
20150216T1500,7.8805285,7.4,1.44,67.0,5.6233797,50.194427
20150216T1600,8.710529,8.43,1.69,65.0,5.6920996,18.434952
20150216T1700,8.850529,8.79,1.79,65.0,7.208994,357.13757
20150216T1800,8.080529,8.26,1.77,74.0,8.427383,340.0169
20150216T1900,6.4505286,7.21,1.46,84.0,8.217153,331.1892
20150216T2000,5.6705284,6.89,1.28,82.0,5.3517847,340.3462
20150216T2100,4.9305286,6.62,1.38,83.0,2.5455842,315.0
20150216T2200,4.4905286,6.16,1.45,85.0,2.16,270.0
20150216T2300,4.2705283,5.57,1.52,85.0,2.8799999,270.0
20150217T0000,3.7705286,4.92,1.51,87.0,3.6179552,275.7106
20150217T0100,3.1605287,4.26,1.61,89.0,3.9763298,275.19443
20150217T0200,2.9205287,3.8,1.73,91.0,3.2599385,263.65982
20150217T0300,2.9305286,3.8,1.7,92.0,2.7416782,246.8014
20150217T0400,2.8305285,3.85,1.7,93.0,0.71999997,270.0
20150217T0500,2.4905286,3.64,1.71,95.0,0.0,180.0
20150217T0600,2.2305286,3.32,1.67,96.0,1.1384199,251.56506
20150217T0700,1.8105286,2.57,1.41,96.0,2.968636,284.03625
20150217T0800,1.5105287,1.81,1.13,95.0,4.802999,282.99463
20150217T0900,1.3405286,1.32,0.95,95.0,5.8603754,280.61966
20150217T1000,1.9405286,1.45,0.89,93.0,5.506941,281.30994
20150217T1100,2.3705285,1.67,0.77,91.0,5.8048253,299.74487
20150217T1200,2.7605286,1.91,0.75,91.0,7.5942082,301.42957
20150217T1300,4.1205287,2.96,0.78,88.0,7.42159,309.09387
20150217T1400,6.2505283,5.17,1.02,66.0,11.681987,326.30994
20150217T1500,7.1305285,6.04,0.93,63.0,13.089354,328.49573
20150217T1600,7.5805287,6.62,0.84,61.0,14.336861,331.50436
20150217T1700,7.5705285,6.87,0.56,61.0,15.978484,337.47943
20150217T1800,7.0505285,6.71,0.18,66.0,16.394829,340.76935
20150217T1900,5.3605285,5.63,-0.09,74.0,13.779114,340.14478
20150217T2000,3.8705285,4.26,-0.28,84.0,11.770403,336.57132
20150217T2100,2.9505286,3.59,-0.86,88.0,8.654986,343.0725
20150217T2200,2.0605285,1.97,-1.56,91.0,4.73506,351.25385
20150217T2300,2.0005286,1.96,-1.99,91.0,1.1384199,18.434952
20150218T0000,1.5505286,1.54,-2.28,92.0,2.6208394,74.054596
20150218T0100,1.3405286,1.32,-1.91,92.0,0.8049845,116.56505
20150218T0200,0.9505287,0.71,-1.87,93.0,1.8,216.8699
20150218T0300,0.79052866,0.38,-1.24,93.0,2.9024127,277.125
20150218T0400,0.66052866,0.28,-1.37,93.0,5.692099,325.30484
20150218T0500,0.8905287,0.61,-1.11,93.0,4.6102495,321.3402
20150218T0600,0.99052864,0.7,-0.72,92.0,3.6,306.8699
20150218T0700,0.68052864,0.31,-0.83,94.0,4.8433046,318.01282
20150218T0800,-0.059471346,-0.52,-0.86,95.0,3.396233,327.99463
20150218T0900,-0.32947135,-0.83,-0.9,94.0,2.1897945,350.5377
20150218T1000,0.040528655,-0.78,-0.77,93.0,1.4399999,360.0
20150218T1100,0.9505287,-0.11,-0.39,90.0,3.319036,40.601288
20150218T1200,3.3305285,2.36,-0.26,82.0,5.3517847,19.653809
20150218T1300,4.6505284,3.51,0.14,77.0,8.350138,352.5686
20150218T1400,3.2605286,2.19,0.91,74.0,5.4833565,336.8014
20150218T1500,4.540529,3.58,0.85,71.0,2.9024127,330.25513
20150218T1600,5.5105286,4.78,0.88,70.0,0.35999998,89.99999
20150218T1700,6.4305286,5.85,1.01,69.0,3.2399998,89.99999
20150218T1800,6.5905285,6.38,1.07,73.0,3.9763298,95.19443
20150218T1900,6.0205283,6.23,1.09,73.0,1.609969,116.56505
20150218T2000,5.5105286,5.61,1.24,74.0,1.1384199,161.56505
20150218T2100,4.4105287,4.51,1.6,79.0,3.9763298,95.19443
20150218T2200,2.5505285,2.35,1.96,83.0,6.519877,83.65981
20150218T2300,1.4305286,1.05,2.07,84.0,5.4477882,97.59464
20150219T0000,0.78052866,0.32,2.18,85.0,6.638072,102.52881
20150219T0100,0.21052867,-0.37,2.44,86.0,8.049845,100.30484
20150219T0200,0.22052866,-0.31,2.57,89.0,8.557102,112.249016
20150219T0300,0.8205287,0.46,2.49,90.0,10.00256,120.25643
20150219T0400,0.26052865,2.67,2.43,92.0,10.685391,122.61925
20150219T0500,0.45052865,2.19,2.18,91.0,10.883676,124.2157
20150219T0600,-0.04947134,2.07,2.16,93.0,10.1887,122.00538
20150219T0700,-0.22947133,1.71,2.1,93.0,9.659814,116.56505
20150219T0800,-0.45947134,1.69,2.13,94.0,9.565437,109.798874
20150219T0900,-0.42947134,1.48,2.23,93.0,9.693296,111.80141
20150219T1000,1.1605287,1.54,2.17,88.0,9.346143,105.64224
20150219T1100,2.8405285,2.32,2.03,82.0,6.830519,108.434944
20150219T1200,4.1405287,3.29,2.22,75.0,1.2979984,123.69006
20150219T1300,5.2005286,4.28,2.4,74.0,1.4399999,270.0
20150219T1400,5.3005285,4.3,2.46,62.0,2.1897945,99.46232
20150219T1500,6.4905286,5.55,2.83,58.0,0.35999998,180.0
20150219T1600,7.290529,6.52,3.09,58.0,1.2979984,123.69006
20150219T1700,7.7005286,7.22,2.93,59.0,1.1384199,108.434944
20150219T1800,7.4305286,7.36,2.93,63.0,2.6208394,74.054596
20150219T1900,6.8805285,7.69,2.83,62.0,4.32,89.99999
20150219T2000,6.8605285,8.14,2.76,62.0,4.510787,118.61046
20150219T2100,5.790529,7.79,2.8,63.0,6.763786,154.79887
20150219T2200,3.5105286,6.98,2.81,62.0,7.2359104,174.28941
20150219T2300,2.2605286,6.77,2.43,75.0,6.130579,176.63354
20150220T0000,2.0105286,6.61,2.3,85.0,5.6233797,140.19443
20150220T0100,2.9105287,6.66,2.39,74.0,6.28713,113.62937
20150220T0200,4.2005286,6.37,2.03,58.0,7.754637,111.80141
20150220T0300,4.6405287,6.52,1.54,53.0,8.854829,116.56505
20150220T0400,4.000529,6.36,1.1,56.0,7.10031,120.465546
20150220T0500,3.5405285,5.93,1.07,59.0,5.315336,118.30075
20150220T0600,3.3805285,5.37,1.06,61.0,5.154415,114.77514
20150220T0700,3.0305285,4.92,0.64,65.0,6.28713,103.24051
20150220T0800,2.7205286,5.16,0.46,68.0,7.8625183,105.9454
20150220T0900,3.0305285,5.52,0.08,69.0,8.427383,109.9831
20150220T1000,3.4605286,5.61,0.24,76.0,8.089993,110.854454
20150220T1100,4.8905287,6.17,0.12,81.0,9.178235,115.55997
20150220T1200,6.7805285,7.09,0.28,80.0,7.289445,122.90524
20150220T1300,8.810529,8.75,-0.04,69.0,6.618519,135.0
20150220T1400,11.260529,11.32,1.16,65.0,3.6,216.8699
20150220T1500,13.100529,13.4,1.59,48.0,14.618837,217.99873
20150220T1600,11.840529,12.28,1.75,38.0,20.073025,212.55
20150220T1700,11.430529,12.21,1.58,40.0,17.974781,212.73523
20150220T1800,10.090529,11.44,2.23,42.0,15.141414,198.00417
20150220T1900,7.5005283,9.64,2.89,37.0,17.651016,191.7683
20150220T2000,5.7005286,8.81,3.29,48.0,15.484185,178.66779
20150220T2100,5.0905285,8.41,3.61,58.0,14.145756,165.25644
20150220T2200,5.3105288,7.93,3.5,60.0,13.339445,176.90594
20150220T2300,5.540529,7.95,3.36,65.0,17.906157,210.17352
20150221T0000,5.6005287,7.8,3.09,63.0,19.914215,220.60129
20150221T0100,5.0505285,7.32,2.42,67.0,18.161278,219.36932
20150221T0200,4.9205284,7.14,1.99,66.0,21.178896,211.79892
20150221T0300,5.4205284,7.43,1.8,61.0,26.368616,212.17122
20150221T0400,5.5005283,7.43,1.32,56.0,28.277763,211.46414
20150221T0500,4.8605285,6.53,1.22,55.0,30.962091,203.28607
20150221T0600,4.4805284,6.14,0.92,55.0,27.890127,203.58704
20150221T0700,4.4305286,6.18,1.17,62.0,23.933907,201.16125
20150221T0800,4.0505285,5.75,1.14,71.0,29.487053,197.77132
20150221T0900,4.2305284,5.94,0.79,72.0,21.068459,199.98311
20150221T1000,5.0005283,6.45,-0.88,73.0,22.476227,211.90811
20150221T1100,5.8305287,6.93,-2.9,74.0,23.469128,228.7314
20150221T1200,5.0205283,5.84,-4.07,78.0,22.007162,273.75174
20150221T1300,4.5105286,5.27,-4.95,78.0,18.359999,270.0
20150221T1400,4.0805287,5.27,-3.22,87.0,14.917212,278.32565
20150221T1500,3.3305285,4.48,-3.42,89.0,14.830076,275.5722
20150221T1600,3.4005284,4.54,-3.64,89.0,14.869351,276.95297
20150221T1700,4.4705286,5.67,-3.72,83.0,15.119999,270.0
20150221T1800,5.0305285,6.36,-3.46,79.0,13.722565,265.48602
20150221T1900,4.5805287,6.38,-3.52,80.0,9.255571,256.50427
20150221T2000,4.2305284,6.29,-3.74,82.0,6.638072,229.39871
20150221T2100,3.9005284,6.19,-3.85,84.0,5.495161,211.6075
20150221T2200,3.7705286,6.21,-4.02,85.0,5.0142193,201.0375
20150221T2300,3.7305286,6.16,-4.15,85.0,3.396233,237.99463
20150222T0000,3.6705287,5.98,-4.27,84.0,3.396233,212.00539
20150222T0100,3.8805285,5.85,-4.48,82.0,3.6,180.0
20150222T0200,3.9605286,5.77,-4.65,80.0,2.8799999,180.0
20150222T0300,4.040529,5.77,-4.64,79.0,2.7416782,203.1986
20150222T0400,3.9805286,5.71,-4.33,79.0,2.7416782,246.8014
20150222T0500,3.7005286,5.39,-4.18,82.0,2.9024127,277.125
20150222T0600,3.5305285,5.07,-4.2,84.0,3.6179552,264.28943
20150222T0700,3.4005284,4.86,-4.29,85.0,3.6179552,264.28943
20150222T0800,3.1905286,4.67,-4.6,87.0,2.5455842,278.1301
20150222T0900,2.9405286,4.43,-4.51,91.0,3.6,323.13013
20150222T1000,3.2305286,4.22,-4.56,93.0,2.9024127,7.125
20150222T1100,3.7405286,4.37,-4.61,90.0,3.0758414,20.556046
20150222T1200,4.5005283,4.9,-4.66,82.0,5.0528407,355.91437
20150222T1300,5.0605288,5.34,-4.58,79.0,8.759178,350.5377
20150222T1400,5.2405286,5.5,-4.6,71.0,10.308831,12.094757
20150222T1500,6.4205284,6.34,-4.38,65.0,8.373386,25.463333
20150222T1600,6.8705287,6.95,-4.07,62.0,7.653705,48.81407
20150222T1700,7.0105286,7.35,-3.9,60.0,7.289444,69.77513
20150222T1800,6.9105287,7.64,-3.89,60.0,7.771331,76.6075
20150222T1900,6.3005285,7.5,-3.84,60.0,7.2,89.99999
20150222T2000,5.4205284,6.82,-3.86,66.0,5.8048253,97.125015
20150222T2100,4.1605287,6.06,-3.9,73.0,6.924738,98.97262
20150222T2200,2.9105287,5.68,-3.77,81.0,7.145796,130.91438
20150222T2300,2.8305285,5.82,-3.47,85.0,7.0911775,156.0375
20150223T0000,2.8405285,4.75,-3.39,84.0,6.9899354,168.11134
20150223T0100,2.4705286,4.28,-3.1,81.0,7.42159,165.96376
20150223T0200,2.3605285,3.97,-2.63,78.0,6.9247384,152.10272
20150223T0300,1.9105287,3.9,-2.31,80.0,5.991594,147.26477
20150223T0400,1.2605287,3.56,-1.68,84.0,6.9153743,141.34018
20150223T0500,0.7705287,3.36,-1.52,83.0,6.439876,153.43495
20150223T0600,0.80052865,3.5,-1.22,79.0,7.289445,147.09476
20150223T0700,1.2605287,3.29,-0.88,76.0,7.653705,131.18591
20150223T0800,1.6605287,4.09,-0.87,78.0,8.913181,136.63657
20150223T0900,1.5005287,4.19,-1.28,85.0,4.3498964,155.55605
20150223T1000,2.1205285,4.55,-0.32,84.0,8.913181,133.36342
20150223T1100,3.6605287,5.64,-0.6,77.0,11.440979,204.14554
20150223T1200,4.8505287,6.95,-0.67,89.0,8.64,270.0
20150223T1300,5.3705287,7.48,-0.57,93.0,9.565437,289.7989
20150223T1400,7.6005287,9.89,1.52,82.0,17.377226,230.04245
20150223T1500,10.210529,11.65,2.35,72.0,20.696087,229.93921
20150223T1600,10.520529,12.37,2.4,71.0,20.304129,232.92693
20150223T1700,10.870529,12.67,1.64,72.0,24.717085,257.38068
20150223T1800,9.860529,11.55,1.17,74.0,24.569832,259.01935
20150223T1900,8.360529,10.36,0.16,78.0,26.220753,261.31366
20150223T2000,7.2505283,9.23,-0.4,80.0,20.833395,260.04938
20150223T2100,6.5105286,8.69,-0.91,83.0,15.034041,253.30075
20150223T2200,6.2205286,8.43,-1.36,82.0,16.055353,250.34618
20150223T2300,6.2505283,8.33,-1.28,81.0,18.079027,257.34744
20150224T0000,6.1305285,7.98,-1.68,82.0,20.12461,259.69516
20150224T0100,5.9005284,7.72,-1.87,83.0,18.584509,261.08508
20150224T0200,5.540529,7.3,-2.16,83.0,16.808569,260.1342
20150224T0300,5.0605288,6.98,-2.7,83.0,13.708391,256.3287
20150224T0400,4.8105288,6.61,-3.27,82.0,14.917212,261.67435
20150224T0500,4.6305285,6.1,-3.57,82.0,15.5843,263.3675
20150224T0600,4.2305284,5.61,-3.85,83.0,14.973576,260.31122
20150224T0700,3.9905286,5.36,-4.26,84.0,12.864649,252.07208
20150224T0800,3.9005284,5.27,-4.38,83.0,11.726277,252.1213
20150224T0900,3.9605286,4.99,-4.33,82.0,12.313893,254.74487
20150224T1000,4.6705284,5.42,-4.31,78.0,14.973576,260.31122
20150224T1100,5.4605284,5.89,-4.27,72.0,16.65754,263.79657
20150224T1200,5.7005286,6.42,-4.33,70.0,18.03237,266.56638
20150224T1300,6.4805284,6.51,-4.33,67.0,20.880001,270.0
20150224T1400,6.9605284,6.84,-4.3,59.0,15.986595,262.23483
20150224T1500,7.5305285,7.42,-3.9,58.0,19.08,270.0
20150224T1600,6.1105285,6.38,-3.71,71.0,20.211363,274.08563
20150224T1700,6.5305285,6.94,-3.67,68.0,18.733839,272.2026
20150224T1800,6.6405287,7.11,-3.53,66.0,18.228943,279.09027
20150224T1900,5.8605285,6.91,-3.41,68.0,13.324863,271.54816
20150224T2000,5.0005283,6.3,-3.77,73.0,10.853866,264.28943
20150224T2100,4.9205284,6.0,-4.07,74.0,11.874544,255.96376
20150224T2200,4.290529,5.23,-4.29,81.0,15.84,270.0
20150224T2300,4.1705284,5.23,-4.33,84.0,14.044615,268.5312
20150225T0000,4.2505283,5.03,-4.74,81.0,15.683776,279.24612
20150225T0100,3.8105285,4.5,-4.76,83.0,15.546833,275.31454
20150225T0200,3.5805285,4.43,-5.02,84.0,14.4,270.0
20150225T0300,2.9905286,4.3,-5.28,87.0,11.879999,270.0
20150225T0400,2.5605285,4.11,-5.39,88.0,11.5199995,270.0
20150225T0500,3.0105286,3.59,-5.33,87.0,12.964998,271.59113
20150225T0600,2.9405286,3.54,-4.87,86.0,14.264361,280.1755
20150225T0700,2.5705285,2.92,-5.63,84.0,15.281989,285.01837
20150225T0800,2.4205287,2.86,-5.78,84.0,12.144331,281.97614
20150225T0900,2.0605285,2.1,-5.42,89.0,13.363711,265.36453
20150225T1000,2.2705286,2.02,-5.11,81.0,13.797913,254.87599
20150225T1100,3.5105286,3.12,-4.86,77.0,9.793058,252.89728
20150225T1200,5.290529,4.81,-4.72,70.0,6.9899354,258.11133
20150225T1300,7.0505285,6.61,-4.42,58.0,7.5685663,244.65384
20150225T1400,7.3005285,6.74,-4.29,60.0,9.983106,295.64102
20150225T1500,7.8805285,7.36,-3.72,55.0,10.685391,302.61926
20150225T1600,8.200529,7.82,-3.29,51.0,9.585739,304.28687
20150225T1700,8.180529,8.09,-2.91,48.0,5.991594,302.73523
20150225T1800,7.9105287,8.21,-2.56,49.0,3.0547013,315.0
20150225T1900,7.2305284,8.08,-2.39,50.0,2.5455842,44.999985
20150225T2000,6.8805285,7.84,-2.38,49.0,6.489992,93.179825
20150225T2100,5.9605284,7.5,-2.56,55.0,8.209263,105.25512
20150225T2200,4.7305284,6.87,-2.73,62.0,7.342588,101.30993
20150225T2300,3.6805286,6.08,-3.01,68.0,6.28713,103.24051
20150226T0000,2.7705286,5.23,-3.58,76.0,3.319036,77.47118
20150226T0100,2.6405284,4.41,-4.44,83.0,1.0182338,44.999985
20150226T0200,2.6405284,4.25,-4.08,85.0,1.484318,104.03624
20150226T0300,2.5605285,4.13,-3.97,85.0,4.829907,116.56505
20150226T0400,2.6805286,3.99,-3.79,86.0,5.95906,115.01689
20150226T0500,2.7805285,4.1,-3.76,86.0,5.4833565,113.19859
20150226T0600,2.7205286,4.26,-3.71,86.0,6.489992,109.44003
20150226T0700,2.5705285,4.3,-3.81,86.0,6.28713,103.24051
20150226T0800,2.2905285,4.21,-3.94,87.0,6.151683,110.556046
20150226T0900,2.2205286,4.15,-3.64,85.0,8.225035,113.19859
20150226T1000,3.5605285,4.31,-3.67,82.0,7.8954163,114.22774
20150226T1100,5.2405286,4.97,-3.49,63.0,8.311245,107.650116
20150226T1200,6.2205286,5.75,-3.03,61.0,7.342588,101.30993
20150226T1300,7.1805286,6.61,-2.64,57.0,7.2359104,95.71059
20150226T1400,8.890529,8.61,-1.08,50.0,13.281023,122.828545
20150226T1500,9.670529,9.43,-0.92,47.0,13.104198,127.1847
20150226T1600,10.070529,10.03,-0.85,47.0,13.044722,129.40067
20150226T1700,10.130529,10.36,-0.93,48.0,11.212135,137.60255
20150226T1800,9.5505295,10.41,-0.95,51.0,9.0,143.1301
20150226T1900,9.010529,10.18,-0.83,51.0,7.5685663,154.65382
20150226T2000,8.110529,9.73,-0.98,55.0,6.489992,160.55997
20150226T2100,7.1405287,9.08,-1.27,65.0,4.6938252,175.60129
20150226T2200,7.0705285,8.91,-0.66,67.0,2.5455842,135.0
20150226T2300,6.6105285,8.47,-0.48,70.0,6.489992,123.69006
20150227T0000,6.3505287,8.47,-0.8,75.0,7.145796,130.91438
20150227T0100,6.2505283,8.08,-1.29,73.0,8.350138,172.56859
20150227T0200,6.0105286,7.64,-1.46,58.0,10.495713,210.96376
20150227T0300,5.6705284,7.11,-0.75,57.0,13.397612,210.69972
20150227T0400,4.5705285,5.75,-0.03,73.0,17.533146,199.17902
20150227T0500,4.3805285,5.77,0.01,79.0,17.581125,190.61966
20150227T0600,4.3305287,5.68,0.09,79.0,16.171976,196.82141
20150227T0700,4.1105285,5.39,-0.49,83.0,14.186923,215.7067
20150227T0800,4.8205285,6.36,-0.26,87.0,10.163227,247.0679
20150227T0900,4.4205284,5.55,-1.03,87.0,21.605999,259.439
20150227T1000,4.8205285,5.75,-2.64,88.0,21.575987,295.70996
20150227T1100,3.9705286,4.51,-3.94,85.0,26.220753,314.44376
20150227T1200,4.1905284,4.62,-4.28,83.0,26.42753,322.19348
20150227T1300,4.6805286,5.08,-4.51,81.0,22.932877,312.4552
20150227T1400,4.7205286,4.97,-3.78,87.0,25.212852,313.26428
20150227T1500,4.7605286,4.92,-4.88,84.0,22.961115,311.1859
20150227T1600,4.8305287,4.99,-4.55,83.0,22.104116,307.05652
20150227T1700,4.8905287,5.13,-4.4,81.0,21.096123,306.67438
20150227T1800,5.0905285,5.57,-4.38,84.0,19.469976,303.69006
20150227T1900,4.7105284,5.29,-4.45,83.0,17.10284,310.73212
20150227T2000,4.2305284,4.7,-4.52,86.0,15.349684,309.28943
20150227T2100,4.0605288,4.6,-4.85,90.0,11.726277,287.8787
20150227T2200,3.9805286,4.59,-5.29,88.0,11.4862,302.19574
20150227T2300,3.9505286,4.66,-5.44,89.0,10.883676,304.2157
20150228T0000,3.5005286,4.63,-5.37,86.0,11.212135,312.39746
20150228T0100,2.9005284,4.53,-5.44,83.0,9.686609,311.98724
20150228T0200,2.4605286,4.12,-5.64,83.0,7.2,306.8699
20150228T0300,1.7605287,3.78,-5.73,87.0,6.489992,303.69006
20150228T0400,1.0605286,3.57,-5.88,88.0,5.634891,296.56506
20150228T0500,0.97052866,2.98,-5.95,86.0,3.319036,282.5288
20150228T0600,0.9605287,2.3,-5.93,84.0,2.52,270.0
20150228T0700,0.8805287,1.83,-5.93,84.0,2.16,270.0
20150228T0800,0.7705287,1.46,-5.93,84.0,2.3051248,231.3402
20150228T0900,0.68052864,1.17,-5.94,87.0,2.6208394,195.9454
20150228T1000,1.5105287,1.26,-5.92,88.0,0.71999997,89.99999
20150228T1100,2.3505285,1.9,-5.9,88.0,1.2979984,56.30993
20150228T1200,3.6505284,2.96,-5.82,85.0,0.8049845,63.43495
20150228T1300,5.1005287,4.29,-5.62,77.0,0.5091169,135.0
20150228T1400,5.7205286,5.01,-5.0,70.0,4.3349743,94.76365
20150228T1500,6.6705284,6.01,-4.69,65.0,4.1046314,105.25512
20150228T1600,6.8805285,6.57,-4.51,62.0,2.9024127,119.74488
20150228T1700,7.2105284,6.95,-4.26,61.0,2.8116899,140.19443
20150228T1800,7.2205286,7.31,-4.25,61.0,5.315336,151.69923
20150228T1900,6.9905286,7.55,-4.16,61.0,5.6920996,161.56505
20150228T2000,5.6305285,6.98,-4.33,67.0,8.28,180.0
20150228T2100,3.6105285,6.87,-3.9,77.0,12.413476,163.1416
20150228T2200,2.3505285,6.63,-2.54,80.0,10.931203,162.75854
20150228T2300,2.3705285,5.57,-1.68,73.0,10.495713,174.09386
20150301T0000,2.5305285,5.3,-1.22,66.0,9.746631,184.23639
20150301T0100,2.5305285,5.19,-0.43,75.0,7.6367526,171.8699
20150301T0200,2.9405286,5.48,0.02,72.0,7.653705,138.81407
20150301T0300,3.6105285,6.17,0.85,69.0,9.931042,136.4688
20150301T0400,4.8305287,6.37,0.94,62.0,9.085988,146.30994
20150301T0500,5.5005283,6.7,1.15,58.0,6.2145634,169.99202
20150301T0600,5.0305285,6.81,0.69,62.0,10.823973,273.8141
20150301T0700,4.7305284,6.58,1.36,68.0,8.707237,150.25511
20150301T0800,5.7105284,7.13,1.72,56.0,24.216522,221.98721
20150301T0900,5.290529,6.59,1.24,64.0,29.74306,218.11829
20150301T1000,6.1605287,7.46,2.1,62.0,25.133053,218.01895
20150301T1100,7.0505285,8.36,2.05,66.0,20.390114,227.86241
20150301T1200,9.030529,10.36,1.63,71.0,18.448023,252.97949
20150301T1300,10.490529,11.66,1.66,74.0,25.849905,257.125
20150301T1400,10.470529,11.72,2.77,77.0,22.61419,256.185
20150301T1500,10.480529,11.74,2.8,79.0,21.542923,260.38028
20150301T1600,10.690529,11.95,3.08,79.0,19.9954,256.46414
20150301T1700,11.010529,12.25,2.76,77.0,20.393293,249.32558
20150301T1800,11.600529,13.08,2.72,76.0,20.037485,252.21611
20150301T1900,11.450529,13.25,2.46,75.0,18.720001,247.38014
20150301T2000,11.160529,13.16,2.86,75.0,16.79314,239.03624
20150301T2100,10.710529,12.91,2.55,76.0,16.79314,239.03624
20150301T2200,10.500529,12.28,2.41,79.0,10.805998,240.01837
20150301T2300,10.030529,11.99,2.22,74.0,21.470612,235.24408
20150302T0000,10.5505295,12.78,2.7,73.0,19.61587,227.23117
20150302T0100,10.540529,12.67,3.78,76.0,23.510508,244.61209
20150302T0200,11.270529,13.66,4.3,74.0,24.95452,243.43495
20150302T0300,11.160529,13.0,2.79,71.0,42.279697,254.18863
20150302T0400,10.240529,12.17,3.24,77.0,37.641953,257.2929
20150302T0500,9.820529,11.53,1.16,75.0,39.609814,262.1645
20150302T0600,8.640529,10.34,0.82,78.0,36.0072,271.14575
20150302T0700,8.450529,10.04,0.79,88.0,28.47643,272.8986
20150302T0800,8.140529,9.72,0.04,78.0,39.70459,265.84036
20150302T0900,7.7005286,8.87,-1.04,82.0,37.08699,268.8876
20150302T1000,7.3705287,8.14,-1.98,82.0,35.63818,278.1301
20150302T1100,7.1205287,7.56,-2.94,78.0,34.03476,280.35907
20150302T1200,7.4305286,7.36,-3.48,69.0,33.97187,279.76178
20150302T1300,8.040529,7.91,-3.65,59.0,32.561596,275.7106
20150302T1400,8.450529,8.62,-1.45,77.0,26.28,270.0
20150302T1500,8.810529,9.37,-1.69,69.0,38.52168,269.46454
20150302T1600,8.400529,8.93,-1.96,68.0,41.039997,270.0
20150302T1700,8.360529,8.7,-2.29,66.0,40.360157,272.55615
20150302T1800,7.8205285,8.32,-2.56,67.0,34.746994,275.94687
20150302T1900,7.2205286,8.01,-3.05,70.0,30.274265,272.72632
20150302T2000,6.2805285,7.3,-3.38,72.0,30.903435,278.0357
20150302T2100,5.6005287,6.63,-3.94,73.0,29.601109,283.36023
20150302T2200,5.1605287,5.72,-4.4,77.0,28.460497,288.43497
20150302T2300,4.3005285,5.12,-4.94,77.0,25.417631,285.611
20150303T0000,3.5105286,4.49,-5.55,78.0,20.176065,285.5241
20150303T0100,3.1305285,4.22,-6.0,79.0,15.745627,280.53918
20150303T0200,2.6905286,4.07,-6.14,82.0,12.24,270.0
20150303T0300,2.2205286,3.73,-6.06,83.0,11.966953,263.08878
20150303T0400,1.5405287,3.35,-6.05,85.0,11.525623,255.52971
20150303T0500,1.2305287,3.23,-6.1,85.0,9.826088,241.55707
20150303T0600,1.2305287,3.34,-5.96,83.0,8.4963045,233.61565
20150303T0700,0.9605287,3.22,-5.78,83.0,7.9036193,210.06859
20150303T0800,0.39052868,3.15,-5.56,86.0,7.208994,182.86241
20150303T0900,1.0205287,3.0,-5.14,86.0,6.151683,159.44395
20150303T1000,3.0905285,3.64,-4.59,78.0,4.802999,192.99461
20150303T1100,5.9305286,5.9,-4.41,63.0,8.209263,254.74487
20150303T1200,8.030529,7.62,-4.02,47.0,13.450708,254.47589
