location,Hyderabad,Hyderabad,Hyderabad,Hyderabad,Hyderabad,Hyderabad
lat,17.39359,17.39359,17.39359,17.39359,17.39359,17.39359
lon,78.46420,78.46420,78.46420,78.46420,78.46420,78.46420
asl,521.600,521.600,521.600,521.600,521.600,521.600
variable,Temperature,Precipitation Total,Relative Humidity,Mean Sea Level Pressure,Wind Speed,Wind Gust
unit,°C,mm,%,hPa,km/h,km/h
level,2 m elevation corrected,sfc,2 m,MSL,10 m,sfc
resolution,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None
timestamp,Hyderabad Temperature [2 m elevation corrected],Hyderabad Precipitation Total,Hyderabad Relative Humidity [2 m],Hyderabad Mean Sea Level Pressure [MSL],Hyderabad Wind Speed [10 m],Hyderabad Wind Gust
20181003T1800,28.9229,0.0,59.0,1009.2,9.028754,10.440001
20181003T1900,28.2829,0.0,62.0,1010.1,8.28,9.36
20181003T2000,27.7129,0.2,66.0,1010.8,8.4042845,9.0
20181003T2100,26.9529,0.0,69.0,1011.3,8.905908,17.28
20181003T2200,26.3129,0.0,72.0,1011.5,8.766573,18.359999
20181003T2300,25.832901,0.0,73.0,1011.4,8.534353,19.08
20181004T0000,25.3829,0.0,76.0,1011.5,9.021574,20.519999
20181004T0100,24.8629,0.0,79.0,1011.1,9.19939,21.24
20181004T0200,24.3529,0.0,82.0,1010.8,8.287822,20.16
20181004T0300,23.9129,0.0,85.0,1010.5,7.42159,18.72
20181004T0400,23.582901,0.0,87.0,1010.8,6.8777895,18.359999
20181004T0500,23.332901,0.0,88.0,1011.5,6.193674,18.0
20181004T0600,23.2329,0.0,89.0,1011.9,5.991594,17.64
20181004T0700,24.4529,0.0,83.0,1012.5,8.891343,15.84
20181004T0800,26.2329,0.0,76.0,1012.9,11.480557,14.4
20181004T0900,27.832901,0.0,69.0,1013.3,12.313894,14.04
20181004T1000,29.2129,0.0,63.0,1012.8,12.594856,15.119999
20181004T1100,30.3129,0.0,57.0,1012.0,13.217443,15.84
20181004T1200,30.9729,0.0,53.0,1011.4,14.8257065,18.72
20181004T1300,31.1129,0.0,52.0,1010.5,14.512064,18.72
20181004T1400,31.0529,0.0,52.0,1010.1,13.708391,18.72
20181004T1500,30.7129,0.0,53.0,1009.6,14.154915,19.44
20181004T1600,30.0929,0.0,55.0,1009.7,15.158522,20.519999
20181004T1700,29.0429,0.0,57.0,1009.7,13.441071,16.56
20181004T1800,28.1329,0.0,61.0,1010.0,10.239453,17.28
20181004T1900,27.3829,0.0,65.0,1010.9,8.825508,18.72
20181004T2000,26.7829,0.0,67.0,1011.4,8.209263,19.08
20181004T2100,26.2629,0.0,69.0,1012.0,8.311245,20.16
20181004T2200,25.7629,0.0,72.0,1012.1,8.557102,21.24
20181004T2300,25.2929,0.0,74.0,1012.2,8.766573,22.68
20181005T0000,24.8529,0.0,76.0,1012.3,8.854829,23.039999
20181005T0100,24.2729,0.0,79.0,1012.0,9.387651,18.72
20181005T0200,23.5929,0.0,84.0,1011.8,8.714677,19.8
20181005T0300,23.0429,0.0,88.0,1011.6,7.653705,19.08
20181005T0400,22.6629,0.0,90.0,1011.9,6.9153743,18.359999
20181005T0500,22.3529,0.0,92.0,1012.5,6.3690495,17.64
20181005T0600,22.1529,0.0,93.0,1012.8,6.638072,18.359999
20181005T0700,23.1729,0.0,89.0,1013.5,10.464797,19.08
20181005T0800,24.832901,0.0,79.0,1014.1,13.684735,20.16
20181005T0900,26.5329,0.0,68.0,1014.5,15.141414,21.599998
20181005T1000,28.0929,0.0,59.0,1014.1,15.978484,21.96
20181005T1100,29.3229,0.0,53.0,1013.2,17.076298,22.319998
20181005T1200,30.2829,0.0,50.0,1012.5,18.861387,26.64
20181005T1300,30.7329,0.0,46.0,1011.5,18.709612,22.319998
20181005T1400,31.0029,0.0,45.0,1010.8,18.64369,25.199999
20181005T1500,30.9729,0.0,44.0,1010.2,18.289274,24.48
20181005T1600,30.5929,0.0,45.0,1010.2,17.581125,23.759998
20181005T1700,29.8029,0.0,48.0,1010.0,14.113653,20.16
20181005T1800,28.5929,0.0,53.0,1010.6,11.090103,21.599998
20181005T1900,27.582901,0.0,58.0,1011.4,10.24578,23.039999
20181005T2000,26.6629,0.0,61.0,1011.7,9.504273,23.759998
20181005T2100,25.9229,0.0,64.0,1012.2,9.19939,19.8
20181005T2200,25.1729,0.0,67.0,1012.4,8.404285,12.959999
20181005T2300,24.3529,0.0,73.0,1012.4,7.729527,12.24
20181006T0000,23.6429,0.0,78.0,1012.5,7.2805495,11.879999
20181006T0100,23.0729,0.0,83.0,1012.0,6.849467,11.5199995
20181006T0200,22.6529,0.0,86.0,1011.6,5.2416787,12.599999
20181006T0300,22.3029,0.0,88.0,1011.1,3.8939953,10.799999
20181006T0400,22.0529,0.0,89.0,1011.4,3.096837,10.440001
20181006T0500,21.8629,0.0,90.0,1011.9,3.0758414,8.64
20181006T0600,21.8829,0.0,89.0,1012.3,2.7416782,9.36
20181006T0700,23.3629,0.0,84.0,1013.1,0.8049845,10.799999
20181006T0800,25.9229,0.0,69.0,1013.6,6.696387,12.959999
20181006T0900,27.7329,0.0,60.0,1014.0,10.028439,14.04
20181006T1000,29.1829,0.0,51.0,1013.5,11.440978,15.4800005
20181006T1100,30.2729,0.0,48.0,1012.6,11.542478,18.0
20181006T1200,31.0929,0.0,47.0,1011.9,12.6462,15.119999
20181006T1300,31.5129,0.0,45.0,1010.8,13.556282,15.119999
20181006T1400,31.7129,0.0,44.0,1010.0,13.627795,15.84
20181006T1500,31.5429,0.0,45.0,1009.3,13.708391,15.84
20181006T1600,31.1429,0.0,46.0,1009.5,13.358861,15.4800005
20181006T1700,30.0629,0.0,49.0,1009.2,12.261158,16.919998
20181006T1800,28.9329,0.0,54.0,1009.6,9.3876505,16.199999
20181006T1900,28.0629,0.0,57.0,1010.3,8.707238,16.919998
20181006T2000,27.3129,0.0,60.0,1010.9,8.049845,16.919998
20181006T2100,26.6729,0.0,63.0,1011.6,7.42159,16.919998
20181006T2200,26.082901,0.0,65.0,1011.8,7.289444,13.679999
20181006T2300,25.5529,0.0,67.0,1011.7,7.4128532,17.64
20181007T0000,25.0129,0.0,70.0,1011.9,7.7043357,20.16
20181007T0100,24.3829,0.0,73.0,1011.3,7.127636,17.28
20181007T0200,23.8129,0.0,76.0,1010.9,6.193674,15.84
20181007T0300,23.3629,0.0,78.0,1010.5,5.0142193,14.4
20181007T0400,23.0329,0.0,80.0,1010.8,4.3349743,14.04
20181007T0500,22.7729,0.0,80.0,1011.5,3.2399998,13.32
20181007T0600,22.6829,0.0,80.0,1011.8,2.8799999,13.32
20181007T0700,24.0729,0.0,75.0,1012.5,1.835647,13.32
20181007T0800,26.3029,0.0,64.0,1012.8,8.209263,11.879999
20181007T0900,27.9729,0.0,56.0,1013.1,10.1887,15.84
20181007T1000,29.1929,0.0,52.0,1012.6,10.594036,16.919998
20181007T1100,30.2829,0.0,50.0,1011.7,13.039754,17.28
20181007T1200,31.0129,0.0,48.0,1011.0,15.03835,16.56
20181007T1300,31.5429,0.0,45.0,1009.9,15.192682,16.919998
20181007T1400,31.7229,0.0,44.0,1009.2,15.192682,17.64
20181007T1500,31.4829,0.0,44.0,1008.6,15.111424,17.28
20181007T1600,30.9629,0.0,46.0,1008.8,14.973576,16.919998
20181007T1700,29.9429,0.0,50.0,1009.1,13.32,18.359999
20181007T1800,28.8929,0.0,54.0,1009.5,10.799999,19.44
20181007T1900,27.9929,0.0,58.0,1010.3,10.086427,20.16
20181007T2000,27.2429,0.0,61.0,1011.0,9.422101,20.519999
20181007T2100,26.6329,0.0,64.0,1011.6,8.825508,20.519999
20181007T2200,26.0929,0.0,67.0,1011.8,8.905908,21.24
20181007T2300,25.6129,0.0,69.0,1011.6,8.766573,22.68
20181008T0000,25.1829,0.0,71.0,1011.7,9.021574,18.72
20181008T0100,24.6229,0.0,73.0,1011.3,8.4963045,20.880001
20181008T0200,24.0329,0.0,77.0,1010.9,7.653705,18.72
20181008T0300,23.5729,0.0,79.0,1010.5,6.763786,17.28
20181008T0400,23.2229,0.0,82.0,1010.7,6.489992,16.199999
20181008T0500,22.9429,0.0,83.0,1011.1,4.802999,14.759999
20181008T0600,22.8829,0.0,84.0,1011.4,3.2599385,13.679999
20181008T0700,24.4429,0.0,76.0,1011.9,3.8939953,12.959999
20181008T0800,26.4329,0.0,66.0,1012.2,7.7043357,10.799999
20181008T0900,28.1729,0.0,57.0,1012.3,8.654986,15.4800005
20181008T1000,29.5429,0.0,54.0,1011.8,9.9571085,15.84
20181008T1100,30.7329,0.0,48.0,1010.9,14.039999,16.919998
20181008T1200,31.5029,0.0,44.0,1010.3,14.512064,16.199999
20181008T1300,32.0629,0.0,42.0,1009.2,13.708391,15.84
20181008T1400,32.3029,0.0,39.0,1008.5,14.372974,16.199999
20181008T1500,32.3329,0.0,38.0,1007.8,14.578888,16.199999
20181008T1600,31.9429,0.0,39.0,1007.8,14.458382,15.84
20181008T1700,30.8729,0.0,41.0,1007.8,12.594856,16.199999
20181008T1800,29.5329,0.0,46.0,1008.2,10.296251,14.04
20181008T1900,28.332901,0.0,51.0,1008.9,9.449572,18.359999
20181008T2000,27.3729,0.0,54.0,1009.4,8.942214,18.359999
20181008T2100,26.7229,0.0,56.0,1010.0,7.9932966,20.519999
20181008T2200,26.3029,0.0,57.0,1010.2,7.289445,18.72
20181008T2300,26.1229,0.0,57.0,1010.1,5.634891,16.56
20181009T0000,25.7229,0.0,59.0,1010.1,3.396233,14.04
20181009T0100,25.5029,0.0,59.0,1009.6,1.1384199,11.159999
20181009T0200,25.1729,0.0,60.0,1009.1,2.1897945,9.0
20181009T0300,24.8129,0.0,62.0,1008.7,3.9763298,6.12
20181009T0400,24.6029,0.0,62.0,1009.1,5.4477882,5.3999996
20181009T0500,24.2329,0.0,63.0,1009.7,5.3517847,4.32
20181009T0600,23.7029,0.0,67.0,1010.1,5.692099,4.32
20181009T0700,24.5529,0.0,67.0,1010.8,4.5820518,5.7599998
20181009T0800,27.3529,0.0,59.0,1011.0,4.68,9.72
20181009T0900,29.3829,0.0,49.0,1011.2,8.854829,13.32
20181009T1000,30.7029,0.0,40.0,1010.7,13.392774,15.119999
20181009T1100,31.6429,0.0,37.0,1010.0,14.186923,16.56
20181009T1200,32.3929,0.0,34.0,1009.4,15.815435,18.0
20181009T1300,32.7029,0.0,34.0,1008.2,16.299694,18.359999
20181009T1400,32.7729,0.0,34.0,1007.4,16.548256,18.72
20181009T1500,32.5929,0.0,35.0,1006.7,16.800856,17.28
20181009T1600,32.0929,0.0,36.0,1006.8,15.7908325,16.919998
20181009T1700,30.8829,0.0,40.0,1007.1,11.609651,18.359999
20181009T1800,29.6429,0.0,44.0,1007.6,9.021574,17.64
20181009T1900,28.832901,0.0,47.0,1008.4,7.5685663,16.56
20181009T2000,28.3929,0.0,47.0,1008.8,6.638072,15.84
20181009T2100,27.8629,0.0,48.0,1009.3,6.12,15.119999
20181009T2200,27.3229,0.0,49.0,1009.5,6.28713,15.4800005
20181009T2300,26.7829,0.0,50.0,1009.4,6.9247384,15.4800005
20181010T0000,26.1529,0.0,51.0,1009.5,7.5942082,16.199999
20181010T0100,25.3629,0.0,54.0,1009.0,8.049845,16.199999
20181010T0200,24.6129,0.0,56.0,1008.6,8.373386,15.119999
20181010T0300,24.0929,0.0,57.0,1008.2,8.557102,15.84
20181010T0400,23.7629,0.0,57.0,1008.4,8.427383,15.4800005
20181010T0500,23.3729,0.0,58.0,1009.0,8.311245,14.759999
20181010T0600,22.9029,0.0,61.0,1009.5,8.089993,16.199999
20181010T0700,24.0729,0.0,60.0,1010.2,6.6185193,14.4
20181010T0800,27.3029,0.0,54.0,1010.4,5.937272,13.679999
20181010T0900,29.7729,0.0,41.0,1010.6,10.685391,18.359999
20181010T1000,31.0929,0.0,36.0,1010.1,14.512064,18.72
20181010T1100,32.012897,0.0,31.0,1009.3,19.319628,23.759998
20181010T1200,32.6429,0.0,29.0,1008.6,20.46941,21.96
20181010T1300,32.8829,0.0,29.0,1007.4,20.393293,23.759998
20181010T1400,32.9829,0.0,28.0,1006.7,20.380579,23.4
20181010T1500,32.872902,0.0,28.0,1005.9,19.829433,24.84
20181010T1600,32.4829,0.0,28.0,1006.1,18.161278,19.44
20181010T1700,31.082901,0.0,34.0,1005.7,14.512064,18.359999
20181010T1800,29.5929,0.0,38.0,1006.0,11.841756,20.519999
20181010T1900,28.4929,0.0,41.0,1006.6,11.183201,27.0
20181010T2000,27.6629,0.0,42.0,1007.1,10.799999,27.72
20181010T2100,27.0129,0.0,43.0,1007.8,10.296251,20.519999
20181010T2200,26.4729,0.0,44.0,1007.9,9.931042,23.039999
20181010T2300,25.7029,0.0,46.0,1007.6,10.495713,22.319998
20181011T0000,24.9029,0.0,48.0,1007.6,10.636766,21.96
20181011T0100,24.1829,0.0,49.0,1007.1,10.829958,23.039999
20181011T0200,23.5429,0.0,49.0,1006.9,10.787993,20.880001
20181011T0300,23.0329,0.0,49.0,1006.6,11.609651,21.96
20181011T0400,22.8129,0.0,47.0,1007.0,11.681987,30.239998
20181011T0500,22.5229,0.0,48.0,1007.8,11.480557,22.319998
20181011T0600,22.0629,0.0,50.0,1008.2,11.720751,23.039999
20181011T0700,23.6029,0.0,50.0,1008.9,10.948973,16.919998
20181011T0800,26.0229,0.0,47.0,1009.2,13.217443,17.28
20181011T0900,28.8429,0.0,46.0,1009.3,13.202726,24.119999
20181011T1000,30.6629,0.0,40.0,1008.8,17.373497,29.16
20181011T1100,31.5629,0.0,37.0,1007.8,21.349546,32.039997
20181011T1200,32.1329,0.0,36.0,1007.1,23.675303,33.839996
20181011T1300,32.4929,0.0,35.0,1006.0,24.993439,27.359999
20181011T1400,32.6129,0.0,35.0,1005.5,26.124195,31.319998
20181011T1500,32.4129,0.0,36.0,1004.9,25.233406,30.599998
20181011T1600,32.0829,0.0,36.0,1005.1,23.000591,29.16
20181011T1700,30.7029,0.0,36.0,1005.1,19.245697,28.44
20181011T1800,29.1029,0.0,41.0,1005.8,14.081478,29.519999
20181011T1900,27.9029,0.0,45.0,1006.9,11.901798,25.56
20181011T2000,26.9429,0.0,49.0,1007.6,10.805999,24.119999
20181011T2100,26.1129,0.0,52.0,1008.3,10.440001,26.64
20181011T2200,25.3729,0.0,56.0,1008.6,10.105681,28.8
20181011T2300,24.6829,0.0,62.0,1008.6,9.779817,19.8
20181012T0000,24.1529,0.0,68.0,1008.7,10.086427,19.44
20181012T0100,23.6929,0.0,71.0,1008.2,10.446206,27.0
20181012T0200,23.2129,0.0,73.0,1007.9,10.308831,26.64
20181012T0300,22.7029,0.0,76.0,1007.8,10.30883,23.039999
20181012T0400,22.2429,0.0,78.0,1008.3,10.990322,23.4
20181012T0500,21.8429,0.0,80.0,1009.1,12.181624,22.319998
20181012T0600,21.5529,0.0,81.0,1009.5,13.392774,29.88
20181012T0700,23.0729,0.0,76.0,1010.0,15.141414,23.4
20181012T0800,25.2329,0.0,70.0,1010.1,19.592731,26.64
20181012T0900,27.2229,0.0,63.0,1010.2,21.175835,28.08
20181012T1000,29.0129,0.0,57.0,1009.7,23.051247,25.56
20181012T1100,30.2729,0.0,53.0,1009.1,23.576563,23.759998
20181012T1200,31.1029,0.0,50.0,1008.6,22.366402,23.039999
20181012T1300,30.8929,0.0,50.0,1007.6,20.275383,20.16
20181012T1400,30.9929,0.1,49.0,1007.1,19.201874,18.72
20181012T1500,30.7429,0.2,50.0,1006.6,18.129137,23.039999
20181012T1600,30.3929,0.3,51.0,1007.0,15.517629,22.319998
20181012T1700,30.5229,0.0,39.0,1007.8,10.440001,17.64
20181012T1800,29.3129,0.0,43.0,1008.2,9.0,16.919998
20181012T1900,28.4629,0.0,47.0,1009.0,8.287822,16.56
20181012T2000,27.9429,0.0,48.0,1009.7,7.208994,15.4800005
20181012T2100,27.3629,0.0,50.0,1010.3,5.771239,14.4
20181012T2200,26.6729,0.0,52.0,1010.5,5.4477882,14.04
20181012T2300,26.1029,0.0,54.0,1010.4,4.896529,12.24
20181013T0000,25.6029,0.0,55.0,1010.5,4.896529,11.879999
20181013T0100,25.0929,0.0,57.0,1010.1,4.896529,12.959999
20181013T0200,24.6129,0.0,59.0,1009.9,4.802999,12.24
20181013T0300,24.2229,0.0,60.0,1009.7,4.896529,11.5199995
20181013T0400,23.9329,0.0,61.0,1010.2,5.154415,9.72
20181013T0500,23.6229,0.0,62.0,1010.8,5.991594,8.28
20181013T0600,23.0129,0.0,66.0,1011.4,6.193674,6.8399997
20181013T0700,23.9829,0.0,65.0,1012.2,4.8433046,5.3999996
20181013T0800,26.832901,0.0,61.0,1012.4,3.2599385,6.12
20181013T0900,28.6929,0.0,56.0,1012.7,6.28713,7.92
20181013T1000,29.8929,0.0,49.0,1012.6,8.39657,10.08
20181013T1100,30.7829,0.0,46.0,1011.8,7.754637,9.72
20181013T1200,31.6429,0.0,44.0,1011.2,6.9899354,7.2
20181013T1300,32.2529,0.0,41.0,1010.0,7.2359104,7.5599995
20181013T1400,32.5329,0.0,40.0,1009.2,7.9526596,7.2
20181013T1500,32.5029,0.0,41.0,1008.5,9.028754,7.5599995
20181013T1600,32.2129,0.0,41.0,1008.6,9.885262,9.36
20181013T1700,30.8729,0.0,44.0,1009.5,5.8048253,7.5599995
20181013T1800,30.0129,0.0,47.0,1010.0,6.162207,6.12
20181013T1900,29.1929,0.0,51.0,1010.7,5.8048253,9.36
20181013T2000,28.3129,0.0,54.0,1011.2,5.3517847,9.36
20181013T2100,27.6429,0.0,56.0,1011.8,4.1046314,9.0
20181013T2200,27.1529,0.0,58.0,1012.0,4.2136917,10.440001
20181013T2300,26.7229,0.0,60.0,1012.0,5.3999996,5.3999996
